1,1,5,5,4,84
2,1,6,6,4,84
3,1,8,7,6,83
4,1,8,7,6,83
1,2,5,5,4,86
2,2,6,0,4,86
3,2,8,0,6,87
4,2,8,7,6,87
1,3,4,5,4,87
2,3,6,0,4,89
3,3,7,0,5,91
4,3,7,7,5,92
1,4,4,5,4,88
2,4,6,0,4,90
3,4,7,0,5,93
4,4,7,6,5,96
1,5,4,4,4,89
2,5,6,0,4,90
3,5,7,0,5,93
4,5,7,6,5,95
1,6,4,4,3,103
2,6,5,0,4,102
3,6,7,0,5,100
4,6,7,6,5,99
1,7,4,4,3,105
2,7,5,0,3,104
3,7,6,0,5,103
4,7,6,6,5,103
1,8,3,3,2,106
2,8,5,0,3,106
3,8,6,0,5,106
4,8,6,5,5,106
1,9,2,2,2,120
2,9,3,0,3,120
3,9,5,0,4,120
4,9,5,4,4,120
1,10,2,2,2,120
2,10,3,0,3,120
3,10,5,0,4,120
4,10,5,4,4,120
