1,1,6,6,4,60
2,1,8,7,6,60
3,1,8,7,6,60
4,1,8,7,6,59
1,2,6,5,4,63
2,2,7,0,6,64
3,2,7,0,6,64
4,2,7,6,6,63
1,3,5,5,4,66
2,3,7,0,6,68
3,3,7,0,6,68
4,3,7,6,6,67
1,4,5,5,4,67
2,4,7,0,6,70
3,4,6,0,6,72
4,4,7,6,6,69
1,5,7,6,5,67
2,5,7,0,6,70
3,5,7,0,6,71
4,5,7,6,6,69
1,6,6,4,5,77
2,6,6,0,5,75
3,6,6,0,5,75
4,6,6,5,5,75
1,7,5,4,5,79
2,7,6,0,5,78
3,7,6,0,5,78
4,7,5,4,5,78
1,8,5,4,5,82
2,8,5,0,5,81
3,8,5,0,5,81
4,8,4,3,4,80
1,9,5,3,5,84
2,9,5,0,5,84
3,9,5,0,5,83
4,9,3,2,4,83
1,10,4,3,5,87
2,10,4,0,5,86
3,10,5,0,5,86
4,10,3,2,3,85
