1,1,8,8,7,45
2,1,8,8,7,47
3,1,8,8,7,46
4,1,5,5,4,43
1,2,8,8,7,44
2,2,8,0,7,45
3,2,8,0,7,45
4,2,5,5,4,43
1,3,7,6,6,55
2,3,8,0,7,44
3,3,8,0,7,44
4,3,5,5,4,43
1,4,7,6,6,58
2,4,7,0,6,58
3,4,7,0,6,58
4,4,3,3,3,58
1,5,6,5,6,62
2,5,6,0,6,62
3,5,6,0,6,61
4,5,3,2,3,61
1,6,6,4,6,65
2,6,6,0,6,65
3,6,5,0,6,65
4,6,3,2,3,63
1,7,5,4,6,68
2,7,5,0,6,68
3,7,5,0,5,68
4,7,2,2,3,66
1,8,5,3,5,70
2,8,5,0,5,72
3,8,5,0,5,69
4,8,2,2,3,67
1,9,5,3,5,70
2,9,5,0,5,71
3,9,5,0,5,70
4,9,2,2,3,67
1,10,4,3,5,75
2,10,4,0,5,74
3,10,3,0,4,75
4,10,2,1,2,76
