1,1,6,6,4,88
2,1,7,7,5,90
3,1,7,7,5,94
4,1,7,7,5,94
1,2,6,6,4,89
2,2,7,0,5,91
3,2,7,0,5,94
4,2,7,7,5,96
1,3,5,5,4,89
2,3,7,0,5,91
3,3,7,0,5,93
4,3,7,7,5,93
1,4,4,4,3,103
2,4,7,0,5,102
3,4,7,0,5,101
4,4,7,6,5,101
1,5,4,4,3,105
2,5,6,0,5,104
3,5,7,0,5,104
4,5,7,6,5,104
1,6,4,4,3,106
2,6,5,0,4,106
3,6,7,0,5,106
4,6,7,6,5,107
1,7,4,3,3,120
2,7,4,0,3,120
3,7,6,0,5,120
4,7,6,5,5,120
1,8,4,3,3,120
2,8,4,0,3,120
3,8,6,0,5,120
4,8,6,5,5,120
1,9,4,3,3,120
2,9,4,0,3,120
3,9,6,0,5,120
4,9,6,5,5,120
1,10,3,2,2,120
2,10,4,0,3,120
3,10,6,0,5,120
4,10,6,5,5,120
