1,1,9,8,7,39
2,1,9,8,7,39
3,1,5,6,4,40
4,1,3,3,2,41
1,2,8,8,7,44
2,2,8,0,7,44
3,2,5,0,4,43
4,2,3,4,3,42
1,3,8,7,7,48
2,3,8,0,7,47
3,3,5,0,4,44
4,3,3,3,3,43
1,4,8,7,7,47
2,4,8,0,7,47
3,4,5,0,4,44
4,4,3,3,3,43
1,5,8,7,7,45
2,5,8,0,7,45
3,5,5,0,4,44
4,5,3,3,2,44
1,6,8,8,7,44
2,6,8,0,7,44
3,6,5,0,4,44
4,6,3,3,2,43
1,7,6,5,6,56
2,7,6,0,6,56
3,7,4,0,4,56
4,7,2,2,2,56
1,8,6,5,6,59
2,8,6,0,6,59
3,8,3,0,3,58
4,8,2,1,2,58
1,9,5,4,6,62
2,9,5,0,6,61
3,9,2,0,3,61
4,9,1,1,2,60
1,10,5,3,6,64
2,10,5,0,6,64
3,10,2,0,3,63
4,10,1,1,1,62
