1,1,8,8,8,12
2,1,5,5,5,7
3,1,1,1,1,6
4,1,0,0,0,6
1,2,8,8,8,11
2,2,4,0,4,8
3,2,1,0,1,7
4,2,0,0,0,6
1,3,8,7,8,15
2,3,4,0,4,16
3,3,1,0,1,16
4,3,0,0,0,17
1,4,8,7,8,19
2,4,4,0,4,18
3,4,0,0,1,18
4,4,0,0,0,17
1,5,8,7,8,22
2,5,4,0,4,20
3,5,0,0,0,19
4,5,0,0,0,18
1,6,7,7,8,23
2,6,3,0,3,21
3,6,0,0,0,19
4,6,0,0,0,19
1,7,7,6,8,25
2,7,3,0,3,26
3,7,0,0,0,27
4,7,0,0,0,19
1,8,7,6,7,28
2,8,2,0,3,28
3,8,0,0,0,28
4,8,0,0,0,28
1,9,5,4,6,30
2,9,1,0,2,29
3,9,0,0,0,29
4,9,0,0,0,29
1,10,4,3,5,32
2,10,1,0,2,31
3,10,0,0,0,30
4,10,0,0,0,30
