1,1,6,6,4,65
2,1,8,7,6,67
3,1,8,7,6,67
4,1,8,7,6,66
1,2,6,6,4,66
2,2,7,0,6,69
3,2,7,0,6,72
4,2,7,7,6,69
1,3,6,6,4,66
2,3,7,0,6,69
3,3,7,0,6,71
4,3,7,7,6,69
1,4,6,6,4,66
2,4,8,0,6,68
3,4,7,0,6,68
4,4,8,7,6,68
1,5,5,4,4,79
2,5,7,0,6,78
3,5,7,0,6,77
4,5,7,6,6,77
1,6,5,4,4,81
2,6,6,0,5,80
3,6,6,0,5,80
4,6,6,5,5,80
1,7,4,4,4,83
2,7,6,0,5,83
3,7,6,0,5,83
4,7,6,5,5,83
1,8,4,4,4,85
2,8,6,0,5,86
3,8,6,0,5,86
4,8,6,5,5,85
1,9,4,3,3,87
2,9,6,0,5,88
3,9,6,0,5,88
4,9,6,4,5,88
1,10,4,3,3,89
2,10,5,0,5,91
3,10,5,0,5,91
4,10,5,4,5,91
