1,1,8,7,8,13
2,1,5,5,5,9
3,1,1,1,1,7
4,1,0,0,0,6
1,2,8,7,8,17
2,2,5,0,5,17
3,2,1,0,1,17
4,2,0,0,0,17
1,3,8,7,8,21
2,3,5,0,5,20
3,3,1,0,1,18
4,3,0,0,0,18
1,4,8,7,8,24
2,4,4,0,4,21
3,4,0,0,1,19
4,4,0,0,0,18
1,5,8,7,8,25
2,5,4,0,4,26
3,5,0,0,1,27
4,5,0,0,0,19
1,6,7,6,8,28
2,6,4,0,4,28
3,6,0,0,1,28
4,6,0,0,0,29
1,7,7,6,8,31
2,7,3,0,3,30
3,7,0,0,0,30
4,7,0,0,0,29
1,8,6,5,8,33
2,8,3,0,3,32
3,8,0,0,0,31
4,8,0,0,0,30
1,9,6,5,8,35
2,9,2,0,3,33
3,9,0,0,0,31
4,9,0,0,0,31
1,10,6,4,7,36
2,10,2,0,3,38
3,10,0,0,0,32
4,10,0,0,0,31
