1,1,9,8,8,27
2,1,7,7,6,28
3,1,4,4,3,29
4,1,1,1,1,29
1,2,8,8,8,32
2,2,7,0,6,31
3,2,4,0,3,30
4,2,1,1,1,30
1,3,8,8,8,36
2,3,7,0,6,33
3,3,4,0,3,31
4,3,1,1,1,30
1,4,8,8,8,36
2,4,7,0,6,37
3,4,3,0,3,39
4,4,1,1,1,40
1,5,8,7,7,40
2,5,6,0,6,40
3,5,3,0,3,40
4,5,1,1,1,41
1,6,8,7,7,43
2,6,7,0,7,42
3,6,3,0,3,42
4,6,1,1,1,42
1,7,7,6,7,46
2,7,7,0,7,45
3,7,3,0,3,43
4,7,1,1,1,43
1,8,7,6,7,48
2,8,7,0,7,46
3,8,3,0,3,44
4,8,1,1,1,43
1,9,7,6,7,47
2,9,6,0,6,46
3,9,3,0,3,45
4,9,1,1,1,44
1,10,7,6,7,45
2,10,5,0,6,45
3,10,2,0,2,44
4,10,0,1,0,44
