1,1,5,5,4,102
2,1,7,7,5,100
3,1,7,7,5,94
4,1,7,7,5,95
1,2,4,4,3,103
2,2,7,0,5,102
3,2,7,0,5,100
4,2,7,6,5,100
1,3,4,4,3,105
2,3,6,0,5,105
3,3,7,0,5,104
4,3,7,6,5,104
1,4,4,4,3,107
2,4,5,0,3,120
3,4,6,0,5,120
4,4,6,5,5,120
1,5,4,4,3,120
2,5,5,0,3,120
3,5,6,0,5,120
4,5,6,5,5,120
1,6,4,4,3,120
2,6,4,0,3,120
3,6,6,0,5,120
4,6,6,5,5,120
1,7,4,4,3,120
2,7,4,0,3,120
3,7,6,0,5,120
4,7,6,5,5,120
1,8,3,3,2,120
2,8,4,0,3,120
3,8,6,0,5,120
4,8,6,5,5,120
1,9,3,3,2,120
2,9,4,0,3,120
3,9,5,0,3,120
4,9,6,5,4,120
1,10,2,2,1,120
2,10,3,0,2,120
3,10,4,0,3,120
4,10,4,4,3,120
