1,1,5,5,4,55
2,1,9,9,7,45
3,1,9,8,7,45
4,1,8,8,6,44
1,2,6,5,4,58
2,2,7,0,6,57
3,2,7,0,6,57
4,2,6,5,5,57
1,3,5,5,4,62
2,3,7,0,6,62
3,3,7,0,6,62
4,3,6,5,4,61
1,4,5,4,4,65
2,4,7,0,6,66
3,4,7,0,6,66
4,4,5,4,4,65
1,5,5,4,4,67
2,5,6,0,5,70
3,5,6,0,5,70
4,5,5,4,4,67
1,6,5,4,4,68
2,6,6,0,5,71
3,6,6,0,5,72
4,6,5,4,4,68
1,7,6,5,5,68
2,7,6,0,6,69
3,7,6,0,6,69
4,7,5,4,4,68
1,8,5,4,5,77
2,8,5,0,5,76
3,8,5,0,5,76
4,8,3,2,3,76
1,9,5,3,5,79
2,9,5,0,5,79
3,9,5,0,5,79
4,9,3,2,3,78
1,10,5,3,5,82
2,10,5,0,5,81
3,10,4,0,5,81
4,10,2,1,2,81
