1,1,8,8,8,0
2,1,1,1,1,1
3,1,0,0,0,4
4,1,0,0,0,4
1,2,8,8,8,5
2,2,1,0,1,5
3,2,0,0,0,5
4,2,0,0,0,5
1,3,8,7,8,11
2,3,1,0,1,9
3,3,0,0,0,7
4,3,0,0,0,6
1,4,8,7,8,12
2,4,1,0,1,10
3,4,0,0,0,7
4,4,0,0,0,6
1,5,8,7,8,14
2,5,0,0,1,15
3,5,0,0,0,16
4,5,0,0,0,16
1,6,7,6,8,17
2,6,0,0,1,17
3,6,0,0,0,17
4,6,0,0,0,17
1,7,7,6,7,20
2,7,0,0,1,20
3,7,0,0,0,19
4,7,0,0,0,18
1,8,6,5,7,24
2,8,0,0,0,21
3,8,0,0,0,20
4,8,0,0,0,19
1,9,6,5,7,24
2,9,0,0,0,22
3,9,0,0,0,20
4,9,0,0,0,19
1,10,6,4,7,26
2,10,0,0,0,26
3,10,0,0,0,27
4,10,0,0,0,28
