1,1,8,8,8,21
2,1,7,7,6,19
3,1,2,2,2,18
4,1,0,0,0,17
1,2,9,8,8,24
2,2,6,0,5,21
3,2,1,0,1,19
4,2,0,0,0,18
1,3,8,8,8,25
2,3,5,0,5,26
3,3,1,0,1,28
4,3,0,0,0,19
1,4,8,7,8,28
2,4,5,0,5,29
3,4,1,0,1,29
4,4,0,0,0,29
1,5,8,7,8,32
2,5,6,0,6,31
3,5,2,0,2,31
4,5,0,0,0,30
1,6,7,6,7,35
2,6,6,0,6,34
3,6,2,0,2,32
4,6,0,0,0,31
1,7,7,6,7,36
2,7,6,0,6,34
3,7,2,0,2,32
4,7,0,0,0,31
1,8,7,6,7,37
2,8,5,0,6,38
3,8,1,0,1,39
4,8,0,0,0,40
1,9,6,5,7,40
2,9,4,0,4,40
3,9,0,0,1,40
4,9,0,0,0,40
1,10,6,4,7,43
2,10,3,0,4,42
3,10,0,0,0,42
4,10,0,0,0,41
