1,1,5,5,4,120
2,1,6,5,5,120
3,1,6,5,5,120
4,1,6,5,5,120
1,2,5,5,4,120
2,2,6,0,5,120
3,2,6,0,5,120
4,2,6,5,5,120
1,3,5,5,4,120
2,3,6,0,5,120
3,3,6,0,5,120
4,3,6,5,5,120
1,4,5,5,4,120
2,4,6,0,5,120
3,4,6,0,5,120
4,4,6,5,5,120
1,5,4,4,3,120
2,5,5,0,4,120
3,5,5,0,4,120
4,5,4,3,3,120
1,6,4,3,3,120
2,6,4,0,3,120
3,6,4,0,3,120
4,6,4,3,3,120
1,7,2,2,2,120
2,7,2,0,2,120
3,7,2,0,2,120
4,7,2,2,2,120
1,8,2,2,1,120
2,8,2,0,1,120
3,8,2,0,1,120
4,8,2,2,1,120
1,9,1,1,0,120
2,9,1,0,1,120
3,9,1,0,1,120
4,9,1,2,1,120
1,10,0,0,0,120
2,10,0,0,0,120
3,10,0,0,0,120
4,10,0,0,0,120
